1487785038.96 1487785038.97 10.0.100.56
1487785039.96 1487785039.98 10.0.100.56
1487785040.97 1487785040.98 10.0.100.56
1487785041.97 1487785041.99 10.0.100.56
1487785042.97 1487785042.99 10.0.100.56
1487785043.97 1487785043.99 10.0.100.56
1487785044.98 1487785044.99 10.0.100.56
1487785045.98 1487785045.99 10.0.100.56
1487785046.98 1487785046.99 10.0.100.56
1487785047.98 1487785048.0 10.0.100.56
1487785203.29, 1487785203.31, 10.0.100.56
1487785204.29, 1487785204.31, 10.0.100.56
1487785205.29, 1487785205.31, 10.0.100.56
1487785206.29, 1487785206.36, 10.0.100.56
1487785207.3, 1487785207.32, 10.0.100.56
1487785208.3, 1487785208.31, 10.0.100.56
1487785209.3, 1487785209.32, 10.0.100.56
1487785210.3, 1487785210.32, 10.0.100.56
1487785211.31, 1487785211.32, 10.0.100.56
1487785212.31, 1487785212.33, 10.0.100.56
1487785213.32, 1487785213.33, 10.0.100.56
1487785214.32, 1487785214.34, 10.0.100.56
1487785215.32, 1487785215.33, 10.0.100.56
1487785216.33, 1487785216.34, 10.0.100.56
1487785218.33, 1487785218.35, 10.0.100.56
1487785219.34, 1487785219.36, 10.0.100.56
1487785220.34, 1487785220.36, 10.0.100.56
1487785221.34, 1487785221.36, 10.0.100.56
1487785222.34, 1487785222.36, 10.0.100.56
1487785223.34, 1487785223.36, 10.0.100.56
1487785224.34, 1487785224.36, 10.0.100.56
1487785225.35, 1487785225.37, 10.0.100.56
1487785226.35, 1487785226.37, 10.0.100.56
1487785228.35, 1487785229.2, 10.0.100.56
1487785230.19, 1487785230.21, 10.0.100.56
1487785231.19, 1487785231.21, 10.0.100.56
1487785232.19, 1487785232.21, 10.0.100.56
1487785233.19, 1487785233.21, 10.0.100.56
1487785234.2, 1487785234.21, 10.0.100.56
1487785235.2, 1487785235.21, 10.0.100.56
1487785236.2, 1487785236.23, 10.0.100.56
1487785237.2, 1487785237.22, 10.0.100.56
1487785238.2, 1487785238.22, 10.0.100.56
1487785239.2, 1487785239.22, 10.0.100.56
1487785240.2, 1487785240.22, 10.0.100.56
1487785241.2, 1487785241.22, 10.0.100.56
1487785242.21, 1487785242.23, 10.0.100.56
1487785243.21, 1487785243.23, 10.0.100.56
1487785244.21, 1487785244.23, 10.0.100.56
1487785245.21, 1487785245.23, 10.0.100.56
1487785246.22, 1487785246.24, 10.0.100.56
1487785247.22, 1487785247.24, 10.0.100.56
1487785248.22, 1487785248.24, 10.0.100.56
1487785249.23, 1487785249.25, 10.0.100.56
1487785250.23, 1487785250.25, 10.0.100.56
1487785251.23, 1487785251.25, 10.0.100.56
1487785252.24, 1487785252.25, 10.0.100.56
1487785253.24, 1487785253.25, 10.0.100.56
1487785254.24, 1487785254.26, 10.0.100.56
1487785255.25, 1487785255.31, 10.0.100.56
1487785256.25, 1487785256.26, 10.0.100.56
1487785257.25, 1487785257.27, 10.0.100.56
1487785258.25, 1487785258.27, 10.0.100.56
1487785259.25, 1487785259.27, 10.0.100.56
1487785260.25, 1487785260.27, 10.0.100.56
1487785261.25, 1487785261.27, 10.0.100.56
1487785262.26, 1487785262.27, 10.0.100.56
1487785263.26, 1487785263.28, 10.0.100.56
1487785264.26, 1487785264.28, 10.0.100.56
1487785265.26, 1487785265.28, 10.0.100.56
1487785266.27, 1487785266.29, 10.0.100.56
1487785267.27, 1487785267.29, 10.0.100.56
1487785268.27, 1487785268.29, 10.0.100.56
1487785269.28, 1487785269.29, 10.0.100.56
1487785270.28, 1487785270.29, 10.0.100.56
1487785271.28, 1487785271.29, 10.0.100.56
1487785272.28, 1487785272.29, 10.0.100.56
1487785273.28, 1487785273.3, 10.0.100.56
1487785274.29, 1487785274.3, 10.0.100.56
1487785275.29, 1487785275.3, 10.0.100.56
1487785276.29, 1487785276.31, 10.0.100.56
1487785277.29, 1487785277.31, 10.0.100.56
1487785278.3, 1487785278.31, 10.0.100.56
1487785279.3, 1487785279.31, 10.0.100.56
1487785280.3, 1487785280.32, 10.0.100.56
1487785281.3, 1487785281.32, 10.0.100.56
1487785282.31, 1487785282.33, 10.0.100.56
1487785283.31, 1487785283.33, 10.0.100.56
1487785284.31, 1487785284.33, 10.0.100.56
1487785285.31, 1487785285.33, 10.0.100.56
1487785286.32, 1487785286.33, 10.0.100.56
1487785287.32, 1487785287.34, 10.0.100.56
1487785288.32, 1487785288.35, 10.0.100.56
1487785289.33, 1487785289.35, 10.0.100.56
1487785290.33, 1487785290.35, 10.0.100.56
1487785291.34, 1487785291.35, 10.0.100.56
1487785292.34, 1487785292.35, 10.0.100.56
1487785293.34, 1487785293.36, 10.0.100.56
1487785294.34, 1487785294.36, 10.0.100.56
1487785295.35, 1487785295.37, 10.0.100.56
1487785296.35, 1487785296.37, 10.0.100.56
1487785297.35, 1487785297.37, 10.0.100.56
1487785298.35, 1487785298.37, 10.0.100.56
1487785299.35, 1487785299.37, 10.0.100.56
1487785300.36, 1487785300.37, 10.0.100.56
1487785301.36, 1487785301.38, 10.0.100.56
1487785302.36, 1487785302.38, 10.0.100.56
1487785303.36, 1487785303.38, 10.0.100.56
1487785304.37, 1487785304.39, 10.0.100.56
1487785305.37, 1487785305.39, 10.0.100.56
1487785306.37, 1487785306.39, 10.0.100.56
1487785307.37, 1487785307.39, 10.0.100.56
1487785308.37, 1487785308.4, 10.0.100.56
1487785309.38, 1487785309.39, 10.0.100.56
1487785310.38, 1487785310.4, 10.0.100.56
1487785311.39, 1487785311.42, 10.0.100.56
1487785312.39, 1487785312.45, 10.0.100.56
1487785313.39, 1487785313.4, 10.0.100.56
1487785314.39, 1487785314.41, 10.0.100.56
1487785315.4, 1487785315.41, 10.0.100.56
1487785316.4, 1487785316.42, 10.0.100.56
1487785317.4, 1487785317.42, 10.0.100.56
1487785318.4, 1487785318.42, 10.0.100.56
1487785319.4, 1487785319.42, 10.0.100.56
1487785320.41, 1487785320.42, 10.0.100.56
1487785321.41, 1487785321.43, 10.0.100.56
1487785322.41, 1487785322.43, 10.0.100.56
1487785323.41, 1487785323.43, 10.0.100.56
1487785324.42, 1487785324.43, 10.0.100.56
1487785325.42, 1487785325.43, 10.0.100.56
1487785326.42, 1487785326.44, 10.0.100.56
1487785327.43, 1487785327.44, 10.0.100.56
1487785328.43, 1487785328.45, 10.0.100.56
1487785329.43, 1487785329.44, 10.0.100.56
1487785330.43, 1487785330.44, 10.0.100.56
1487785331.43, 1487785331.44, 10.0.100.56
1487785332.43, 1487785332.45, 10.0.100.56
1487785333.44, 1487785333.45, 10.0.100.56
